State,Date,Hourly Demand Met (in MW)
Uttar Pradesh - 2018,20-Jan 2pm,12385.54
Uttar Pradesh - 2018,20-Jan 3pm,12692.20
Uttar Pradesh - 2018,20-Jan 4pm,13052.22
Uttar Pradesh - 2018,20-Jan 5pm,13428.35
Uttar Pradesh - 2018,20-Jan 6pm,13981.29
Uttar Pradesh - 2018,20-Jan 7pm,13419.51
Uttar Pradesh - 2018,20-Jan 8pm,12632.61
Uttar Pradesh - 2018,20-Jan 9pm,12588.83
Uttar Pradesh - 2018,20-Jan 10pm,12957.75
Uttar Pradesh - 2018,20-Jan 11pm,12731.05
Uttar Pradesh - 2018,21-Jan 12am,11957.43
Uttar Pradesh - 2018,21-Jan 1am,11492.13
Uttar Pradesh - 2018,21-Jan 2am,11262.27
Uttar Pradesh - 2018,21-Jan 3am,11170.31
Uttar Pradesh - 2018,21-Jan 4am,11454.78
Uttar Pradesh - 2018,21-Jan 5am,12248.70
Uttar Pradesh - 2018,21-Jan 6am,13700.79
