State,Date,Hourly Demand Met (in MW),,,a
Delhi - 2024,17-Mar 4pm,2766.42,,,
Delhi - 2024,17-Mar 5pm,2854.03,,,
Delhi - 2024,17-Mar 6pm,2990.88,,,
Delhi - 2024,17-Mar 7pm,3047.20,,,
Delhi - 2024,17-Mar 8pm,2857.46,,,
Delhi - 2024,17-Mar 9pm,2638.11,,,
Delhi - 2024,17-Mar 10pm,2422.23,,,
Delhi - 2024,17-Mar 11pm,2197.70,,,
Delhi - 2024,18-Mar 12am,1990.98,,,
Delhi - 2024,18-Mar 1am,1846.52,,,
Delhi - 2024,18-Mar 2am,1754.55,,,
Delhi - 2024,18-Mar 3am,1738.50,,,
Delhi - 2024,18-Mar 4am,1829.53,,,
Delhi - 2024,18-Mar 5am,2103.64,,,
Delhi - 2024,18-Mar 6am,2670.29,,,
Delhi - 2024,18-Mar 7am,3271.06,,,
Delhi - 2024,18-Mar 8am,3415.04,,,
Delhi - 2024,18-Mar 9am,3555.41,,,
Delhi - 2024,18-Mar 10am,3705.89,,,
Delhi - 2024,18-Mar 11am,3626.38,,,
Delhi - 2024,18-Mar 12pm,3502.11,,,
Delhi - 2024,18-Mar 1pm,3181.23,,,
Delhi - 2024,18-Mar 2pm,3170.10,,,
Delhi - 2024,18-Mar 3pm,3103.12,,,
Delhi - 2024,18-Mar 4pm,3067.21,,,
Delhi - 2024,18-Mar 5pm,3172.60,,,
Delhi - 2024,18-Mar 6pm,3337.19,,,
Delhi - 2024,18-Mar 7pm,3308.58,,,
Delhi - 2024,18-Mar 8pm,3036.51,,,
Delhi - 2024,18-Mar 9pm,2764.66,,,
Delhi - 2024,18-Mar 10pm,2541.34,,,
Delhi - 2024,18-Mar 11pm,2309.06,,,
Delhi - 2024,19-Mar 12am,2077.79,,,
Delhi - 2024,19-Mar 1am,1938.51,,,
Delhi - 2024,19-Mar 2am,1853.78,,,
Delhi - 2024,19-Mar 3am,1818.07,,,
Delhi - 2024,19-Mar 4am,1897.43,,,
Delhi - 2024,19-Mar 5am,2163.41,,,
Delhi - 2024,19-Mar 6am,2711.03,,,
Delhi - 2024,19-Mar 7am,3285.49,,,
Delhi - 2024,19-Mar 8am,3457.83,,,
Delhi - 2024,19-Mar 9am,3546.85,,,
Delhi - 2024,19-Mar 10am,3693.86,,,
Delhi - 2024,19-Mar 11am,3654.01,,,
Delhi - 2024,19-Mar 12pm,3550.08,,,
Delhi - 2024,19-Mar 1pm,3260.76,,,
Delhi - 2024,19-Mar 2pm,3248.95,,,
Delhi - 2024,19-Mar 3pm,3259.81,,,
Delhi - 2024,19-Mar 4pm,3243.36,,,
Delhi - 2024,19-Mar 5pm,3335.53,,,
Delhi - 2024,19-Mar 6pm,3411.43,,,
Delhi - 2024,19-Mar 7pm,3413.68,,,
Delhi - 2024,19-Mar 8pm,3163.21,,,
Delhi - 2024,19-Mar 9pm,2909.03,,,
Delhi - 2024,19-Mar 10pm,2686.85,,,
Delhi - 2024,19-Mar 11pm,2479.39,,,
Delhi - 2024,20-Mar 12am,2278.95,,,
Delhi - 2024,20-Mar 1am,2133.52,,,
Delhi - 2024,20-Mar 2am,2056.73,,,
Delhi - 2024,20-Mar 3am,2021.02,,,
Delhi - 2024,20-Mar 4am,2110.64,,,
Delhi - 2024,20-Mar 5am,2357.03,,,
Delhi - 2024,20-Mar 6am,2862.23,,,
Delhi - 2024,20-Mar 7am,3395.44,,,
Delhi - 2024,20-Mar 8am,3535.79,,,
Delhi - 2024,20-Mar 9am,3651.50,,,
Delhi - 2024,20-Mar 10am,3747.81,,,
Delhi - 2024,20-Mar 11am,3750.78,,,
Delhi - 2024,20-Mar 12pm,3641.22,,,
Delhi - 2024,20-Mar 1pm,3366.94,,,
Delhi - 2024,20-Mar 2pm,3397.06,,,
Delhi - 2024,20-Mar 3pm,3373.49,,,
Delhi - 2024,20-Mar 4pm,3369.94,,,
Delhi - 2024,20-Mar 5pm,3457.35,,,
Delhi - 2024,20-Mar 6pm,3492.99,,,
Delhi - 2024,20-Mar 7pm,3504.76,,,
Delhi - 2024,20-Mar 8pm,3254.51,,,
Delhi - 2024,20-Mar 9pm,3001.04,,,
Delhi - 2024,20-Mar 10pm,2777.10,,,
Delhi - 2024,20-Mar 11pm,2579.61,,,
Delhi - 2024,21-Mar 12am,2332.89,,,
Delhi - 2024,21-Mar 1am,2076.35,,,
Delhi - 2024,21-Mar 2am,2010.73,,,
Delhi - 2024,21-Mar 3am,1975.15,,,
Delhi - 2024,21-Mar 4am,2042.75,,,
Delhi - 2024,21-Mar 5am,2261.89,,,
Delhi - 2024,21-Mar 6am,2704.60,,,
Delhi - 2024,21-Mar 7am,3204.95,,,
Delhi - 2024,21-Mar 8am,3379.31,,,
Delhi - 2024,21-Mar 9am,3507.84,,,
Delhi - 2024,21-Mar 10am,3652.26,,,
Delhi - 2024,21-Mar 11am,3575.33,,,
Delhi - 2024,21-Mar 12pm,3544.42,,,
Delhi - 2024,21-Mar 1pm,3246.84,,,
Delhi - 2024,21-Mar 2pm,3296.27,,,
Delhi - 2024,21-Mar 3pm,3322.36,,,
Delhi - 2024,21-Mar 4pm,3325.28,,,
Delhi - 2024,21-Mar 5pm,3421.43,,,
Delhi - 2024,21-Mar 6pm,3494.21,,,
Delhi - 2024,21-Mar 7pm,3491.24,,,
Delhi - 2024,21-Mar 8pm,3207.16,,,
Delhi - 2024,21-Mar 9pm,2885.40,,,
Delhi - 2024,21-Mar 10pm,2697.47,,,
Delhi - 2024,21-Mar 11pm,2482.44,,,
Delhi - 2024,22-Mar 12am,2260.04,,,
Delhi - 2024,22-Mar 1am,2091.79,,,
Delhi - 2024,22-Mar 2am,2020.02,,,
Delhi - 2024,22-Mar 3am,1984.15,,,
Delhi - 2024,22-Mar 4am,2059.58,,,
Delhi - 2024,22-Mar 5am,2339.22,,,
Delhi - 2024,22-Mar 6am,2854.96,,,
Delhi - 2024,22-Mar 7am,3378.52,,,
Delhi - 2024,22-Mar 8am,3567.93,,,
Delhi - 2024,22-Mar 9am,3690.05,,,
Delhi - 2024,22-Mar 10am,3958.87,,,
Delhi - 2024,22-Mar 11am,3980.78,,,
Delhi - 2024,22-Mar 12pm,3901.13,,,
Delhi - 2024,22-Mar 1pm,3527.11,,,
Delhi - 2024,22-Mar 2pm,3515.18,,,
Delhi - 2024,22-Mar 3pm,3507.78,,,
Delhi - 2024,22-Mar 4pm,3477.71,,,
Delhi - 2024,22-Mar 5pm,3525.22,,,
Delhi - 2024,22-Mar 6pm,3576.30,,,
Delhi - 2024,22-Mar 7pm,3580.27,,,
Delhi - 2024,22-Mar 8pm,3297.21,,,
Delhi - 2024,22-Mar 9pm,3012.32,,,
Delhi - 2024,22-Mar 10pm,2815.08,,,
Delhi - 2024,22-Mar 11pm,2608.43,,,
Delhi - 2024,23-Mar 12am,2371.16,,,
Delhi - 2024,23-Mar 1am,2210.31,,,
Delhi - 2024,23-Mar 2am,2121.98,,,
Delhi - 2024,23-Mar 3am,2061.14,,,
Delhi - 2024,23-Mar 4am,2129.16,,,
Delhi - 2024,23-Mar 5am,2322.92,,,
Delhi - 2024,23-Mar 6am,2708.25,,,
Delhi - 2024,23-Mar 7am,3137.59,,,
Delhi - 2024,23-Mar 8am,3265.37,,,
Delhi - 2024,23-Mar 9am,3407.22,,,
Delhi - 2024,23-Mar 10am,3693.32,,,
Delhi - 2024,23-Mar 11am,3658.77,,,
Delhi - 2024,23-Mar 12pm,3587.25,,,
Delhi - 2024,23-Mar 1pm,3281.31,,,
Delhi - 2024,23-Mar 2pm,3301.91,,,
Delhi - 2024,23-Mar 3pm,3322.81,,,
Delhi - 2024,23-Mar 4pm,3316.28,,,
Delhi - 2024,23-Mar 5pm,3386.03,,,
Delhi - 2024,23-Mar 6pm,3408.13,,,
Delhi - 2024,23-Mar 7pm,3477.73,,,
Delhi - 2024,23-Mar 8pm,3239.15,,,
Delhi - 2024,23-Mar 9pm,3011.33,,,
Delhi - 2024,23-Mar 10pm,2827.33,,,
Delhi - 2024,23-Mar 11pm,2647.33,,,
Delhi - 2024,24-Mar 12am,2425.81,,,
Delhi - 2024,24-Mar 1am,2266.48,,,
Delhi - 2024,24-Mar 2am,2178.76,,,
Delhi - 2024,24-Mar 3am,2130.27,,,
Delhi - 2024,24-Mar 4am,2174.89,,,
Delhi - 2024,24-Mar 5am,2324.25,,,
Delhi - 2024,24-Mar 6am,2627.52,,,
Delhi - 2024,24-Mar 7am,2896.66,,,
Delhi - 2024,24-Mar 8am,3047.67,,,
Delhi - 2024,24-Mar 9am,3186.05,,,
Delhi - 2024,24-Mar 10am,3327.29,,,
Delhi - 2024,24-Mar 11am,3315.89,,,
Delhi - 2024,24-Mar 12pm,3176.70,,,
Delhi - 2024,24-Mar 1pm,2940.22,,,
Delhi - 2024,24-Mar 2pm,2871.89,,,
Delhi - 2024,24-Mar 3pm,2737.43,,,
Delhi - 2024,24-Mar 4pm,2619.13,,,
Delhi - 2024,24-Mar 5pm,2662.39,,,
Delhi - 2024,24-Mar 6pm,2782.61,,,
Delhi - 2024,24-Mar 7pm,2780.68,,,
Delhi - 2024,24-Mar 8pm,2690.85,,,
Delhi - 2024,24-Mar 9pm,2592.46,,,
Delhi - 2024,24-Mar 10pm,2435.68,,,
Delhi - 2024,24-Mar 11pm,2270.06,,,
Delhi - 2024,25-Mar 12am,2097.54,,,
Delhi - 2024,25-Mar 1am,1961.10,,,
Delhi - 2024,25-Mar 2am,1889.61,,,
Delhi - 2024,25-Mar 3am,1851.52,,,
Delhi - 2024,25-Mar 4am,1894.47,,,
Delhi - 2024,25-Mar 5am,2010.74,,,
Delhi - 2024,25-Mar 6am,2184.99,,,
Delhi - 2024,25-Mar 7am,2378.88,,,
Delhi - 2024,25-Mar 8am,2336.27,,,
Delhi - 2024,25-Mar 9am,2200.76,,,
Delhi - 2024,25-Mar 10am,2081.72,,,
Delhi - 2024,25-Mar 11am,2060.59,,,
Delhi - 2024,25-Mar 12pm,2203.32,,,
Delhi - 2024,25-Mar 1pm,2384.97,,,
Delhi - 2024,25-Mar 2pm,2416.32,,,
Delhi - 2024,25-Mar 3pm,2342.69,,,
Delhi - 2024,25-Mar 4pm,2312.44,,,
Delhi - 2024,25-Mar 5pm,2376.10,,,
Delhi - 2024,25-Mar 6pm,2500.27,,,
Delhi - 2024,25-Mar 7pm,2603.61,,,
Delhi - 2024,25-Mar 8pm,2576.08,,,
Delhi - 2024,25-Mar 9pm,2507.00,,,
Delhi - 2024,25-Mar 10pm,2374.32,,,
Delhi - 2024,25-Mar 11pm,2187.02,,,
Delhi - 2024,26-Mar 12am,1998.05,,,
Delhi - 2024,26-Mar 1am,1874.34,,,
Delhi - 2024,26-Mar 2am,1815.24,,,
Delhi - 2024,26-Mar 3am,1795.85,,,
Delhi - 2024,26-Mar 4am,1862.62,,,
Delhi - 2024,26-Mar 5am,2065.97,,,
Delhi - 2024,26-Mar 6am,2444.32,,,
Delhi - 2024,26-Mar 7am,2800.50,,,
Delhi - 2024,26-Mar 8am,2984.14,,,
Delhi - 2024,26-Mar 9am,3148.59,,,
Delhi - 2024,26-Mar 10am,3320.58,,,
Delhi - 2024,26-Mar 11am,3302.69,,,
Delhi - 2024,26-Mar 12pm,3283.01,,,
Delhi - 2024,26-Mar 1pm,3133.29,,,
Delhi - 2024,26-Mar 2pm,3128.60,,,
Delhi - 2024,26-Mar 3pm,3087.57,,,
Delhi - 2024,26-Mar 4pm,3100.77,,,
Delhi - 2024,26-Mar 5pm,3154.03,,,
Delhi - 2024,26-Mar 6pm,3197.38,,,
Delhi - 2024,26-Mar 7pm,3214.45,,,
Delhi - 2024,26-Mar 8pm,3078.48,,,
Delhi - 2024,26-Mar 9pm,2936.32,,,
Delhi - 2024,26-Mar 10pm,2761.65,,,
Delhi - 2024,26-Mar 11pm,2555.14,,,
Delhi - 2024,27-Mar 12am,2360.27,,,
Delhi - 2024,27-Mar 1am,2206.84,,,
Delhi - 2024,27-Mar 2am,2132.80,,,
Delhi - 2024,27-Mar 3am,2098.54,,,
Delhi - 2024,27-Mar 4am,2152.32,,,
Delhi - 2024,27-Mar 5am,2348.26,,,
Delhi - 2024,27-Mar 6am,2723.15,,,
Delhi - 2024,27-Mar 7am,3117.56,,,
Delhi - 2024,27-Mar 8am,3272.76,,,
Delhi - 2024,27-Mar 9am,3516.01,,,
Delhi - 2024,27-Mar 10am,3802.75,,,
Delhi - 2024,27-Mar 11am,3848.98,,,
Delhi - 2024,27-Mar 12pm,3773.91,,,
Delhi - 2024,27-Mar 1pm,3533.69,,,
Delhi - 2024,27-Mar 2pm,3625.11,,,
Delhi - 2024,27-Mar 3pm,3658.56,,,
Delhi - 2024,27-Mar 4pm,3661.20,,,
Delhi - 2024,27-Mar 5pm,3732.05,,,
Delhi - 2024,27-Mar 6pm,3688.63,,,
Delhi - 2024,27-Mar 7pm,3719.02,,,
Delhi - 2024,27-Mar 8pm,3496.98,,,
Delhi - 2024,27-Mar 9pm,3257.65,,,
Delhi - 2024,27-Mar 10pm,3100.97,,,
Delhi - 2024,27-Mar 11pm,2918.56,,,
Delhi - 2024,28-Mar 12am,2683.44,,,
Delhi - 2024,28-Mar 1am,2529.96,,,
Delhi - 2024,28-Mar 2am,2427.79,,,
Delhi - 2024,28-Mar 3am,2372.93,,,
Delhi - 2024,28-Mar 4am,2421.78,,,
Delhi - 2024,28-Mar 5am,2583.26,,,
Delhi - 2024,28-Mar 6am,2931.91,,,
Delhi - 2024,28-Mar 7am,3251.54,,,
Delhi - 2024,28-Mar 8am,3359.12,,,
Delhi - 2024,28-Mar 9am,3573.67,,,
Delhi - 2024,28-Mar 10am,3847.28,,,
Delhi - 2024,28-Mar 11am,3923.02,,,
Delhi - 2024,28-Mar 12pm,3910.10,,,
Delhi - 2024,28-Mar 1pm,3740.67,,,
Delhi - 2024,28-Mar 2pm,3861.43,,,
Delhi - 2024,28-Mar 3pm,3883.04,,,
Delhi - 2024,28-Mar 4pm,3876.36,,,
Delhi - 2024,28-Mar 5pm,3889.76,,,
Delhi - 2024,28-Mar 6pm,3797.24,,,
Delhi - 2024,28-Mar 7pm,3890.19,,,
Delhi - 2024,28-Mar 8pm,3686.50,,,
Delhi - 2024,28-Mar 9pm,3439.81,,,
Delhi - 2024,28-Mar 10pm,3286.03,,,
Delhi - 2024,28-Mar 11pm,3114.29,,,
Delhi - 2024,29-Mar 12am,2893.35,,,
Delhi - 2024,29-Mar 1am,2727.49,,,
Delhi - 2024,29-Mar 2am,2615.39,,,
Delhi - 2024,29-Mar 3am,2544.33,,,
Delhi - 2024,29-Mar 4am,2574.99,,,
Delhi - 2024,29-Mar 5am,2688.73,,,
Delhi - 2024,29-Mar 6am,2933.62,,,
Delhi - 2024,29-Mar 7am,3202.02,,,
Delhi - 2024,29-Mar 8am,3289.41,,,
Delhi - 2024,29-Mar 9am,3558.87,,,
Delhi - 2024,29-Mar 10am,3915.24,,,
Delhi - 2024,29-Mar 11am,4057.09,,,
Delhi - 2024,29-Mar 12pm,4065.55,,,
Delhi - 2024,29-Mar 1pm,3799.80,,,
Delhi - 2024,29-Mar 2pm,3886.69,,,
Delhi - 2024,29-Mar 3pm,3933.83,,,
Delhi - 2024,29-Mar 4pm,3949.29,,,
Delhi - 2024,29-Mar 5pm,4003.22,,,
Delhi - 2024,29-Mar 6pm,3965.41,,,
Delhi - 2024,29-Mar 7pm,3922.99,,,
Delhi - 2024,29-Mar 8pm,3715.87,,,
Delhi - 2024,29-Mar 9pm,3480.21,,,
Delhi - 2024,29-Mar 10pm,3349.78,,,
Delhi - 2024,29-Mar 11pm,3197.62,,,
Delhi - 2024,30-Mar 12am,3021.66,,,
Delhi - 2024,30-Mar 1am,2870.14,,,
Delhi - 2024,30-Mar 2am,2750.67,,,
Delhi - 2024,30-Mar 3am,2679.15,,,
Delhi - 2024,30-Mar 4am,2700.08,,,
Delhi - 2024,30-Mar 5am,2833.60,,,
Delhi - 2024,30-Mar 6am,3064.89,,,
Delhi - 2024,30-Mar 7am,3277.47,,,
Delhi - 2024,30-Mar 8am,3363.35,,,
Delhi - 2024,30-Mar 9am,3543.34,,,
Delhi - 2024,30-Mar 10am,3816.31,,,
Delhi - 2024,30-Mar 11am,3903.80,,,
Delhi - 2024,30-Mar 12pm,3958.17,,,
Delhi - 2024,30-Mar 1pm,3803.03,,,
Delhi - 2024,30-Mar 2pm,3900.84,,,
Delhi - 2024,30-Mar 3pm,3951.98,,,
Delhi - 2024,30-Mar 4pm,3904.43,,,
Delhi - 2024,30-Mar 5pm,3896.94,,,
Delhi - 2024,30-Mar 6pm,3877.98,,,
Delhi - 2024,30-Mar 7pm,3937.19,,,
Delhi - 2024,30-Mar 8pm,3753.42,,,
Delhi - 2024,30-Mar 9pm,3543.18,,,
Delhi - 2024,30-Mar 10pm,3505.90,,,
Delhi - 2024,30-Mar 11pm,3381.62,,,
Delhi - 2024,31-Mar 12am,3203.34,,,
Delhi - 2024,31-Mar 1am,3009.67,,,
Delhi - 2024,31-Mar 2am,2874.67,,,
Delhi - 2024,31-Mar 3am,2783.86,,,
Delhi - 2024,31-Mar 4am,2785.41,,,
Delhi - 2024,31-Mar 5am,2856.08,,,
Delhi - 2024,31-Mar 6am,3006.50,,,
Delhi - 2024,31-Mar 7am,3145.68,,,
Delhi - 2024,31-Mar 8am,3181.49,,,
Delhi - 2024,31-Mar 9am,3369.36,,,
Delhi - 2024,31-Mar 10am,3618.71,,,
Delhi - 2024,31-Mar 11am,3719.40,,,
Delhi - 2024,31-Mar 12pm,3723.19,,,
Delhi - 2024,31-Mar 1pm,3548.37,,,
Delhi - 2024,31-Mar 2pm,3603.39,,,
Delhi - 2024,31-Mar 3pm,3650.21,,,
Delhi - 2024,31-Mar 4pm,3600.33,,,
Delhi - 2024,31-Mar 5pm,3603.13,,,
Delhi - 2024,31-Mar 6pm,3601.52,,,
Delhi - 2024,31-Mar 7pm,3709.01,,,
Delhi - 2024,31-Mar 8pm,3592.11,,,
Delhi - 2024,31-Mar 9pm,3506.45,,,
Delhi - 2024,31-Mar 10pm,3422.47,,,
Delhi - 2024,31-Mar 11pm,3320.03,,,
Delhi - 2024,01-Apr 12am,2066.64,,,
Delhi - 2024,01-Apr 1am,1888.33,,,
Delhi - 2024,01-Apr 2am,1815.58,,,
Delhi - 2024,01-Apr 3am,1784.53,,,
Delhi - 2024,01-Apr 4am,1847.32,,,
Delhi - 2024,01-Apr 5am,2180.67,,,
Delhi - 2024,01-Apr 6am,2931.85,,,
Delhi - 2024,01-Apr 7am,3608.27,,,
Delhi - 2024,01-Apr 8am,3782.23,,,
Delhi - 2024,01-Apr 9am,3927.23,,,
Delhi - 2024,01-Apr 10am,4084.91,,,
Delhi - 2024,01-Apr 11am,3983.45,,,
Delhi - 2024,01-Apr 12pm,3824.64,,,
Delhi - 2024,01-Apr 1pm,3465.31,,,
Delhi - 2024,01-Apr 2pm,3291.37,,,
Delhi - 2024,01-Apr 3pm,3217.17,,,
Delhi - 2024,01-Apr 4pm,3186.26,,,
Delhi - 2024,01-Apr 5pm,3283.97,,,
Delhi - 2024,01-Apr 6pm,3456.30,,,
Delhi - 2024,01-Apr 7pm,3401.33,,,
Delhi - 2024,01-Apr 8pm,3146.42,,,
Delhi - 2024,01-Apr 9pm,2857.33,,,
Delhi - 2024,01-Apr 10pm,2579.42,,,
Delhi - 2024,01-Apr 11pm,2311.05,,,
Delhi - 2024,02-Apr 12am,2064.78,,,
Delhi - 2024,02-Apr 1am,1901.00,,,
Delhi - 2024,02-Apr 2am,1815.87,,,
Delhi - 2024,02-Apr 3am,1772.58,,,
Delhi - 2024,02-Apr 4am,1848.58,,,
Delhi - 2024,02-Apr 5am,2117.95,,,
Delhi - 2024,02-Apr 6am,2662.58,,,
Delhi - 2024,02-Apr 7am,3257.40,,,
Delhi - 2024,02-Apr 8am,3491.26,,,
Delhi - 2024,02-Apr 9am,3510.48,,,
Delhi - 2024,02-Apr 10am,3631.91,,,
Delhi - 2024,02-Apr 11am,3558.40,,,
Delhi - 2024,02-Apr 12pm,3462.60,,,
Delhi - 2024,02-Apr 1pm,3150.59,,,
Delhi - 2024,02-Apr 2pm,3026.96,,,
Delhi - 2024,02-Apr 3pm,2960.41,,,
Delhi - 2024,02-Apr 4pm,2867.77,,,
Delhi - 2024,02-Apr 5pm,2947.19,,,
Delhi - 2024,02-Apr 6pm,3170.10,,,
Delhi - 2024,02-Apr 7pm,3157.72,,,
Delhi - 2024,02-Apr 8pm,2928.27,,,
Delhi - 2024,02-Apr 9pm,2706.32,,,
Delhi - 2024,02-Apr 10pm,2458.18,,,
Delhi - 2024,02-Apr 11pm,2203.02,,,
Delhi - 2024,03-Apr 12am,1961.95,,,
Delhi - 2024,03-Apr 1am,1801.41,,,
Delhi - 2024,03-Apr 2am,1720.59,,,
Delhi - 2024,03-Apr 3am,1669.62,,,
Delhi - 2024,03-Apr 4am,1734.71,,,
Delhi - 2024,03-Apr 5am,1927.76,,,
Delhi - 2024,03-Apr 6am,2281.88,,,
Delhi - 2024,03-Apr 7am,2857.77,,,
Delhi - 2024,03-Apr 8am,3286.43,,,
Delhi - 2024,03-Apr 9am,3588.37,,,
Delhi - 2024,03-Apr 10am,3830.24,,,
Delhi - 2024,03-Apr 11am,3760.15,,,
Delhi - 2024,03-Apr 12pm,3590.82,,,
Delhi - 2024,03-Apr 1pm,3241.46,,,
Delhi - 2024,03-Apr 2pm,3061.45,,,
Delhi - 2024,03-Apr 3pm,2904.17,,,
Delhi - 2024,03-Apr 4pm,2853.50,,,
Delhi - 2024,03-Apr 5pm,2895.82,,,
Delhi - 2024,03-Apr 6pm,3065.25,,,
Delhi - 2024,03-Apr 7pm,3093.82,,,
Delhi - 2024,03-Apr 8pm,2918.68,,,
Delhi - 2024,03-Apr 9pm,2682.82,,,
Delhi - 2024,03-Apr 10pm,2438.51,,,
Delhi - 2024,03-Apr 11pm,2177.85,,,
Delhi - 2024,04-Apr 12am,1935.45,,,
Delhi - 2024,04-Apr 1am,1772.29,,,
Delhi - 2024,04-Apr 2am,1694.50,,,
Delhi - 2024,04-Apr 3am,1675.54,,,
Delhi - 2024,04-Apr 4am,1741.89,,,
Delhi - 2024,04-Apr 5am,2069.81,,,
Delhi - 2024,04-Apr 6am,2796.32,,,
Delhi - 2024,04-Apr 7am,3500.24,,,
Delhi - 2024,04-Apr 8am,3664.44,,,
Delhi - 2024,04-Apr 9am,3739.62,,,
Delhi - 2024,04-Apr 10am,3838.50,,,
Delhi - 2024,04-Apr 11am,3719.75,,,
Delhi - 2024,04-Apr 12pm,3572.50,,,
Delhi - 2024,04-Apr 1pm,3160.97,,,
Delhi - 2024,04-Apr 2pm,3105.04,,,
Delhi - 2024,04-Apr 3pm,3027.27,,,
Delhi - 2024,04-Apr 4pm,3009.43,,,
Delhi - 2024,04-Apr 5pm,3115.57,,,
Delhi - 2024,04-Apr 6pm,3295.27,,,
Delhi - 2024,04-Apr 7pm,3301.06,,,
Delhi - 2024,04-Apr 8pm,3014.00,,,
Delhi - 2024,04-Apr 9pm,2734.05,,,
Delhi - 2024,04-Apr 10pm,2456.88,,,
Delhi - 2024,04-Apr 11pm,2138.98,,,
Delhi - 2024,05-Apr 12am,1856.30,,,
Delhi - 2024,05-Apr 1am,1674.71,,,
Delhi - 2024,05-Apr 2am,1589.00,,,
Delhi - 2024,05-Apr 3am,1538.81,,,
Delhi - 2024,05-Apr 4am,1611.42,,,
Delhi - 2024,05-Apr 5am,1958.29,,,
Delhi - 2024,05-Apr 6am,2721.09,,,
Delhi - 2024,05-Apr 7am,3466.95,,,
Delhi - 2024,05-Apr 8am,3681.74,,,
Delhi - 2024,05-Apr 9am,3805.87,,,
Delhi - 2024,05-Apr 10am,3864.24,,,
Delhi - 2024,05-Apr 11am,3717.45,,,
Delhi - 2024,05-Apr 12pm,3520.44,,,
Delhi - 2024,05-Apr 1pm,3149.39,,,
Delhi - 2024,05-Apr 2pm,3115.33,,,
Delhi - 2024,05-Apr 3pm,3008.60,,,
Delhi - 2024,05-Apr 4pm,3016.06,,,
Delhi - 2024,05-Apr 5pm,3169.27,,,
Delhi - 2024,05-Apr 6pm,3376.58,,,
Delhi - 2024,05-Apr 7pm,3369.96,,,
Delhi - 2024,05-Apr 8pm,3105.50,,,
Delhi - 2024,05-Apr 9pm,2765.75,,,
Delhi - 2024,05-Apr 10pm,2485.39,,,
Delhi - 2024,05-Apr 11pm,2172.86,,,
Delhi - 2024,06-Apr 12am,1887.80,,,
Delhi - 2024,06-Apr 1am,1720.02,,,
Delhi - 2024,06-Apr 2am,1620.75,,,
Delhi - 2024,06-Apr 3am,1585.80,,,
Delhi - 2024,06-Apr 4am,1662.03,,,
Delhi - 2024,06-Apr 5am,2018.69,,,
Delhi - 2024,06-Apr 6am,2788.68,,,
Delhi - 2024,06-Apr 7am,3543.43,,,
Delhi - 2024,06-Apr 8am,3783.21,,,
Delhi - 2024,06-Apr 9am,3886.17,,,
Delhi - 2024,06-Apr 10am,4079.45,,,
Delhi - 2024,06-Apr 11am,3950.71,,,
Delhi - 2024,06-Apr 12pm,3668.86,,,
Delhi - 2024,06-Apr 1pm,3291.00,,,
Delhi - 2024,06-Apr 2pm,3165.85,,,
Delhi - 2024,06-Apr 3pm,3105.05,,,
Delhi - 2024,06-Apr 4pm,3066.57,,,
Delhi - 2024,06-Apr 5pm,3221.56,,,
Delhi - 2024,06-Apr 6pm,3385.89,,,
Delhi - 2024,06-Apr 7pm,3403.29,,,
Delhi - 2024,06-Apr 8pm,3104.32,,,
Delhi - 2024,06-Apr 9pm,2803.20,,,
Delhi - 2024,06-Apr 10pm,2491.18,,,
Delhi - 2024,06-Apr 11pm,2161.16,,,
Delhi - 2024,07-Apr 12am,1881.16,,,
Delhi - 2024,07-Apr 1am,1686.80,,,
Delhi - 2024,07-Apr 2am,1597.81,,,
Delhi - 2024,07-Apr 3am,1549.72,,,
Delhi - 2024,07-Apr 4am,1615.23,,,
Delhi - 2024,07-Apr 5am,1954.34,,,
Delhi - 2024,07-Apr 6am,2722.83,,,
Delhi - 2024,07-Apr 7am,3506.84,,,
Delhi - 2024,07-Apr 8am,3740.73,,,
Delhi - 2024,07-Apr 9am,3804.39,,,
Delhi - 2024,07-Apr 10am,3926.42,,,
Delhi - 2024,07-Apr 11am,3711.05,,,
Delhi - 2024,07-Apr 12pm,3465.45,,,
Delhi - 2024,07-Apr 1pm,3096.33,,,
Delhi - 2024,07-Apr 2pm,3027.73,,,
Delhi - 2024,07-Apr 3pm,2981.52,,,
Delhi - 2024,07-Apr 4pm,2982.01,,,
Delhi - 2024,07-Apr 5pm,3217.87,,,
Delhi - 2024,07-Apr 6pm,3364.52,,,
Delhi - 2024,07-Apr 7pm,3378.42,,,
Delhi - 2024,07-Apr 8pm,3078.23,,,
Delhi - 2024,07-Apr 9pm,2770.90,,,
Delhi - 2024,07-Apr 10pm,2516.60,,,
Delhi - 2024,07-Apr 11pm,2205.75,,,
Delhi - 2024,08-Apr 12am,1923.85,,,
Delhi - 2024,08-Apr 1am,1726.08,,,
Delhi - 2024,08-Apr 2am,1614.48,,,
Delhi - 2024,08-Apr 3am,1586.13,,,
Delhi - 2024,08-Apr 4am,1710.71,,,
Delhi - 2024,08-Apr 5am,2127.33,,,
Delhi - 2024,08-Apr 6am,2845.40,,,
Delhi - 2024,08-Apr 7am,3706.42,,,
Delhi - 2024,08-Apr 8am,4132.96,,,
Delhi - 2024,08-Apr 9am,4289.07,,,
Delhi - 2024,08-Apr 10am,4225.21,,,
Delhi - 2024,08-Apr 11am,3898.22,,,
Delhi - 2024,08-Apr 12pm,3675.46,,,
Delhi - 2024,08-Apr 1pm,3146.17,,,
Delhi - 2024,08-Apr 2pm,2996.23,,,
